,r2_value,Principle Components
0,0.418608709825947,PCA0
1,3.4052067710654803e-05,PCA1
2,0.07196645175018228,PCA2
3,0.004131472695831804,PCA3
4,0.001788791343029044,PCA4
5,0.03754113418334603,PCA5
6,0.0005009923419926454,PCA6
7,0.08892441267792883,PCA7
8,0.026870283168726906,PCA8
9,0.00299035178427421,PCA9
10,9.49622645688284e-06,PCA10
11,0.009566585138968875,PCA11
12,0.0002970794562423057,PCA12
13,0.0003544053409044576,PCA13
14,0.0003980685544300442,PCA14
