,r2_value,Principle Components
0,0.4177242080731607,PCA0
1,0.0008446632544907833,PCA1
2,0.07286796792746895,PCA2
3,0.0031424072105284626,PCA3
4,0.001690963708523432,PCA4
5,0.035978066614692335,PCA5
6,0.00027506210498296803,PCA6
7,0.0903098961898417,PCA7
8,0.03477148320393315,PCA8
9,0.0008121202498245072,PCA9
10,0.001937034649223611,PCA10
11,0.0028543919348387203,PCA11
12,0.00035257147411873335,PCA12
13,0.0003936921597574566,PCA13
